site_id,delta,vote ,vote_new,site_name_x,year_x,ADDRESS_x,CITY_x,COUNTY_x,STATE_x,ZIP_CODE_x,REGION_x,NPL_STATUS_x,LATITUDE_x,LONGITUDE_x,SITE_SCORE_x,FEDERAL_x,grant_new,f_unemployment,f_owner,f_pop65,income_x,npv_x,lognpv,federal_status_x,president,party,EPA Region,site_type,negotiation_new,work ,PARTY_NUMBER,GENERAL_NOTICE_NUMBER,SPECIAL_NOTICE,negotiation,navy,army,manufacturing,airforce,defense,energy,black,hispanic,male_unemp,female_unemp,higherthan,graduate,grad_new,urban,pop,income_y,unemployment,education,education_new,black_c,hispanic_c,income_c,urban_c
PAD980508527,480,54.8,0.548,CRAIG FARM DRUM,1980,SR 4001,PARKER,ARMSTRONG,PA,16049,3,Deleted from the,41.04,-79.68,41,G,0,0.03,0,0,18008,4479000,15.31,0,reagan1,1,3,Waste Management,0,EPA lead ,1,0,1,0,0,0,0,0,0,0,24,18,96,30,1593,175,0.04,0,4887,18008,0.03,0.36,3.6,0,0,9.8,0
PAD980539985,426,54.8,0.548,BLOSENSKI LANDFILL,1980,ROUTE 340,WEST CALN TOW,CHESTER,PA,19376,3,Currently on the,40.02,-75.91,30.57,G,0,0.03,0.27,0,22517,17706000,16.69,0,reagan1,1,3,Waste Management,0,EPA lead ,42,40,8,0,0,0,0,0,0,0,176,24,134,128,3206,678,0.07,0,9916,22517,0.03,0.39,3.9,0.02,0,10.02,0
PAD980552913,426,54.8,0.548,ENTERPRISE AVENUE,1980,ENTERPRISE AVE,PHILADELPHIA,PHILADELPHIA,PA,19153,3,Deleted from the,39.89,-75.21,41,G,0,0.08,0.58,0,7089,649000,13.38,0,reagan1,1,3,Waste Management,0,EPA lead ,1,0,0,0,0,0,0,0,0,0,2939,85,71,139,634,121,0.03,3695,3695,6361.25,0.06,0.2,2,0.8,0.02,8.76,1
PAD987295276,171,54.8,0.548,SAFETY LIGHT CORPORATION,2000,4150 A. OLD BERWICK ROAD,BLOOMSBURG,COLUMBIA,PA,17815,3,Currently on the,41.02,-76.38,70.71,G,0,0.01,0.3,0.13,46196,16908242,16.64,0,bush_son2,1,3,Manufacturing/Processing/Maintenance,0,EPA lead ,3,0,0,0,0,0,1,0,0,0,237,73,28,18,2298,261,0.06,0,4452,46196,0.01,0.57,5.7,0.05,0.02,10.74,0
PAD044545895,237,54.8,0.548,METRO CONTAINER CORPORATION,2010,CORNER OF WEST 2ND ST. AND PRICE,TRAINER,DELAWARE,PA,19061,3,Currently on the,39.49,-75.24,50,G,0,0.03,0.27,0.16,53646,13739407,16.44,0,obama1,1,3,Recycling,0,PRP lead ,17,12,8,0,0,0,0,0,0,0,993,722,115,102,3994,311,0.04,4600,7660,53646,0.03,0.56,5.6,0.13,0.09,10.89,0.6
PASFN0305521,219,54.8,0.548,LOWER DARBY CREEK AREA,2000,DARBY CRK BETWEEN,DARBY TWP,DELAWARE,PA,19023,3,Currently on the,39.89,-75.27,50,G,0,0.02,0.31,0.11,44420,23955276,16.99,0,bush_son1,1,3,Waste Management,1,EPA lead ,54,25,17,1,0,0,0,0,0,0,1008,85,50,49,2698,117,0.02,0,5362,44420,0.02,0.52,5.2,0.19,0.02,10.7,0
RI6170022036,379,57.4,0.574,DAVISVILLE NAVAL CONSTRUCTION BATTALION CEN,1980,OFF SANFORD RD.,NORTH KINGSTO,WASHINGTON,RI,2818,1,Currently on the,41.61,-71.47,34.52,F,0,0.12,1.24,0.46,48683.2,1679000,14.33,1,bush_father,1,1,US Navy,0,PRP lead ,,,,0,1,0,0,0,0,0,20,14,0,21,190,55,0.08,665,665,12955,0.03,0.37,3.7,0.03,0.02,9.47,1
RI6170085470,379,57.4,0.574,NEWPORT NAVAL EDUCATION & TRAINING CENTER,1980,DEFENSE HIGHWAY (BURMA RD.),NEWPORT,NEWPORT,RI,2871,1,Currently on the,41.56,-71.29,32.25,F,0,0.13,0.52,0.32,34481.25,3500000,15.07,1,bush_father,1,1,US Navy,0,PRP lead ,1,0,1,0,1,0,0,0,0,0,7,21,6,9,245,212,0.23,933,933,22237,0.02,0.49,4.9,0.01,0.02,10.01,1
RID980521025,331,57.4,0.574,ROSE HILL REGIONAL LANDFILL,1980,ROSE HILL RD,SOUTH KINGSTO,WASHINGTON,RI,2880,1,Currently on the,41.47,-71.49,38.11,G,0,0.05,0.52,0.29,37221.5,6680000,15.71,0,bush_father,1,1,Waste Management,0,EPA lead ,11,16,2,0,0,0,0,0,0,0,275,122,260,193,4405,2832,0.18,0,15768,18432.5,0.03,0.46,4.6,0.02,0.01,9.82,0
RID009764929,426,57.4,0.574,WESTERN SAND & GRAVEL,1980,DOUGLAS PIKE,BURRILLVILLE,PROVIDENCE,RI,2895,1,Currently on the,41.97,-71.6,51.35,G,0,0,0,0,10232,4039227,15.21,0,reagan1,1,1,Waste Management,0,PRP lead ,131,87,8,0,0,0,0,0,0,0,8,56,0,0,0,0,0,0,17790,18080,0,0,0,0,0,9.8,0
RID055176283,426,57.4,0.574,"PETERSON/PURITAN, INC.",1980,MARTIN ST,LINCOLN/CUMBE,PROVIDENCE,RI,2864,1,Currently on the,41.93,-71.43,40.1,G,0,0.06,0.43,0,10203.67,7251000,15.8,0,reagan1,1,1,Manufacturing/Processing/Maintenance,1,PRP lead ,178,132,9,1,0,0,1,0,0,0,4,22,131,119,2562,916,0.11,5679,8642,20611,0.03,0.4,4,0,0,9.93,0.66
RID093212439,426,57.4,0.574,"LANDFILL & RESOURCE RECOVERY, INC. (L&RR)",1980,OXFORD RD,NORTH SMITHFI,PROVIDENCE,RI,2876,1,Currently on the,41.98,-71.59,49.58,G,0,0,0,0,8737.14,5062000,15.44,0,reagan1,1,1,Waste Management,0,PRP lead ,205,117,97,0,0,0,0,0,0,0,8,56,0,0,0,0,0,0,17790,18080,0,0,0,0,0,9.8,0
RID980523070,426,57.4,0.574,DAVIS LIQUID WASTE,1980,TARKILN RD,SMITHFIELD,PROVIDENCE,RI,2828,1,Currently on the,41.92,-71.58,47.25,G,0,0.06,0.28,0,15900,11280000,16.24,0,reagan1,1,1,Waste Management,0,PRP lead ,66,35,8,0,0,0,0,0,0,0,40,92,560,394,10124,3428,0.11,15152,31714,21350,0.03,0.43,4.3,0,0,9.97,0.48
RID980520183,580,57.4,0.574,CENTRAL LANDFILL,1980,65 SHUN PIKE,JOHNSTON,PROVIDENCE,RI,29194512,1,Currently on the,41.81,-71.53,46.71,G,0,0.06,0.51,0.36,32078,37540000,17.44,0,reagan2,1,1,Waste Management,0,PRP lead ,2,1,0,0,0,0,0,0,0,0,18,23,232,166,2416,688,0.08,3917,8960,18269.5,0.04,0.35,3.5,0,0,9.81,0.44
SC1890008989,379,48.6,0.486,SAVANNAH RIVER SITE (USDOE),1980,BETWEEN SC 125 & US 278,AIKEN,"AIKEN, BARNWELL,",SC,29802,4,Currently on the,33.35,-81.74,47.7,F,0,0.06,0.58,0.19,21781.33,1,0,1,bush_father,0,4,Department of Energy,0,PRP lead ,,,,0,0,0,0,0,0,1,3097,120,159,138,2184,302,0.04,0,8590,11329.67,0.03,0.29,2.9,0.36,0.01,9.34,0
SCD000447268,471,48.6,0.486,BEAUNIT CORP. (CIRCULAR KNIT & DYEING PLANT,1990,206 GEORGIA AVE,FOUNTAIN INN,GREENVILLE,SC,29644,4,Currently on the,34.7,-82.22,32.44,G,0,0.08,0.84,0.32,32357.67,548892,13.22,0,bush_father,0,4,Waste Management,0,PRP lead ,20,9,15,0,0,0,0,0,0,0,3171,154,156,383,8459,487,0.02,4567,19687,32357.67,0.03,0.45,4.5,0.16,0.01,10.38,0.23
SCD002601656,661,48.6,0.486,"PARA-CHEM SOUTHERN, INC.",1990,HWY 145,SIMPSONVILLE,GREENVILLE,SC,29681,4,Currently on the,34.71,-82.23,32.94,G,0,0.15,1.61,0.6,33213.33,5358000,15.49,0,bush_father,0,4,Manufacturing/Processing/Maintenance,0,PRP lead ,,,,0,0,0,1,0,0,0,4698,345,241,610,15129,932,0.03,16910,34386,33213.33,0.02,0.47,4.7,0.14,0.01,10.41,0.49
SCD003354412,471,48.6,0.486,"SANGAMO WESTON, INC./TWELVE-MILE CREEK/LAKE",1990,SANGAMO RD,PICKENS,PICKENS,SC,29671,4,Currently on the,34.9,-82.72,37.63,G,0,0.04,0.59,0.26,24236,3208000,14.98,0,bush_father,0,4,Manufacturing/Processing/Maintenance,0,PRP lead ,4,1,0,0,0,0,1,0,0,0,588,28,99,66,2521,111,0.02,0,6914,24236,0.02,0.38,3.8,0.09,0,10.1,0
SCD980558043,331,48.6,0.486,LEXINGTON COUNTY LANDFILL AREA,1980,US 321 1 MILE S OF I-26,CAYCE,LEXINGTON,SC,29033,4,Currently on the,33.92,-81.07,37.93,G,0,0.1,1.07,0.23,32428.5,13739407,16.44,0,bush_father,0,4,Waste Management,0,PRP lead ,40,0,39,0,0,0,0,0,0,0,3978,150,483,534,9027,882,0.03,13773,34725,17474,0.03,0.29,2.9,0.11,0,9.77,0.4
SCD980558050,471,48.6,0.486,TOWNSEND SAW CHAIN CO.,1990,STATE ROUTE 53 & I-20,PONTIAC,RICHLAND,SC,29045,4,Currently on the,34.11,-80.83,35.94,G,0,0.02,0.28,0.04,36067,857000,13.66,0,bush_father,0,4,Manufacturing/Processing/Maintenance,0,PRP lead ,2,0,0,0,0,0,1,0,0,0,5706,1142,44,111,6341,675,0.04,13265,18198,36067,0.01,0.39,3.9,0.31,0.06,10.49,0.73
SCD980844005,471,48.6,0.486,ROCK HILL CHEMICAL CO.,1990,NORTH CHERRY RD,ROCK HILL,YORK,SC,29730,4,Currently on the,34.97,-81,40.29,G,0,0.12,0.99,0.37,32143.75,2300000,14.65,0,bush_father,0,4,Recycling,0,PRP lead ,19,0,13,0,0,0,0,0,0,0,1399,144,232,244,8092,830,0.05,14343,18371,32143.75,0.03,0.49,4.9,0.08,0.01,10.38,0.78
SC6170022762,692,48.6,0.486,PARRIS ISLAND MARINE CORPS RECRUIT DEPOT,1990,MARINE CORPS RECRUIT DEPOT,PARRIS ISLAND,BEAUFORT,SC,29902,4,Currently on the,32.35,-80.7,50,F,0,0.03,0.25,0.06,24203,5500000,15.52,1,clinton1,0,4,US Navy,0,PRP lead ,,,,0,1,0,0,0,0,0,5090,879,123,185,5775,360,0.02,0,18059,24203,0.02,0.34,3.4,0.28,0.05,10.09,0
SCD003357589,46,48.6,0.486,SHURON INC.,1990,100 CLINTON ST,BARNWELL,BARNWELL,SC,29812,4,Currently on the,33.24,-81.38,68.26,G,0,0.06,0.44,0.17,30310,2800000,14.85,0,clinton1,0,4,Manufacturing/Processing/Maintenance,0,PRP lead ,1,0,0,0,0,0,1,0,0,0,2737,106,99,140,2167,155,0.02,0,6564,23368.5,0.04,0.35,3.5,0.42,0.02,10.06,0
SCD058754789,692,48.6,0.486,AQUA-TECH ENVIRONMENTAL INC (GROCE LABS),1990,340 ROBINSON ROAD,GREER,SPARTANBURG,SC,29651,4,Currently on the,34.93,-82.17,50,G,0,0.06,0.56,0.23,27281,810000,13.6,0,clinton1,0,4,Waste Management,0,PRP lead ,370,247,0,0,0,0,0,0,0,0,1337,70,151,154,3574,186,0.02,728,9691,27281,0.03,0.39,3.9,0.14,0.01,10.21,0.08
SCD980310239,692,48.6,0.486,"KOPPERS CO., INC. (CHARLESTON PLANT)",1990,CHARLESTON HEIGHTS,CHARLESTON,CHARLESTON,SC,29405,4,Currently on the,32.82,-79.96,50,G,0,0.26,1.14,1.05,19989.5,11975000,16.3,0,clinton1,0,4,Manufacturing/Processing/Maintenance,0,PRP lead ,21,0,0,0,0,0,1,0,0,0,9158,57,182,329,4226,550,0.04,12573,12573,19989.5,0.04,0.38,3.8,0.73,0,9.9,1
SCD000622787,426,48.6,0.486,SCRDI BLUFF ROAD,1980,321 BLUFF RD S,COLUMBIA,RICHLAND,SC,29209,4,Currently on the,33.89,-80.91,41,G,0,0.03,0.23,0,13683,14715000,16.5,0,reagan1,1,4,Waste Management,0,PRP lead ,57,20,0,0,0,0,0,0,0,0,5225,69,108,70,1227,190,0.03,0,6035,13683,0.03,0.23,2.3,0.87,0.01,9.52,0
SCD980558316,426,48.6,0.486,"CAROLAWN, INC.",1980,S. OF SC HWY 9 ON CO. RD 841,FORT LAWN,CHESTER,SC,29714,4,Currently on the,34.69,-80.94,32.04,G,0,0.05,0.77,0,14695,13739407,16.44,0,reagan1,1,4,Waste Management,0,PRP lead ,99,74,0,0,0,0,0,0,0,0,2309,61,80,30,1368,312,0.05,0,6368,14695,0.02,0.26,2.6,0.36,0.01,9.6,0
SCD991279324,47,48.6,0.486,"LEONARD CHEMICAL CO., INC.",1980,COURETON FERRY RD,ROCK HILL,YORK,SC,29704,4,Currently on the,34.85,-80.9,47.1,G,0,0.03,0.02,0,18187,9661215,16.08,0,reagan2,0,4,Recycling,0,PRP lead ,20,0,0,0,0,0,0,0,0,0,1050,57,103,211,2005,457,0.05,1445,9165,18187,0.03,0.27,2.7,0.11,0.01,9.81,0.16
SD2571924644,661,58.7,0.587,ELLSWORTH AIR FORCE BASE,1990,44CSC/DE,ELLSWORTH AFB,"MEADE, PENNINGTO",SD,57706,8,Currently on the,44.15,-103.1,33.62,F,0,0.08,0.48,0.21,20668,4744000,15.37,1,bush_father,1,8,US Air Force,0,PRP lead ,,,,0,0,0,0,1,0,0,1004,667,193,256,6765,334,0.02,2277,16971,20668,0.03,0.42,4.2,0.06,0.04,9.94,0.13
TND980468557,474,51.4,0.514,ARLINGTON BLENDING & PACKAGING,1980,12121 HWY 70,ARLINGTON,SHELBY,TN,38002,4,Currently on the,35.3,-89.66,39.03,G,0,0.05,0.47,0.17,35063.5,2220000,14.61,0,reagan2,1,4,Manufacturing/Processing/Maintenance,0,PRP lead ,6,0,0,0,0,0,1,0,0,0,2929,34,109,74,1602,336,0.05,0,6914,16432,0.03,0.28,2.8,0.42,0,9.71,0
TN1890090003,379,51.4,0.514,OAK RIDGE RESERVATION (USDOE),1980,BETHEL VALLEY ROAD,OAK RIDGE,"ANDERSON, ROANE",TN,37830,4,Currently on the,35.92,-84.39,51.13,F,0,0.01,0.34,0.11,63046,33500000,17.33,1,bush_father,0,4,Department of Energy,0,PRP lead ,1,1,0,0,0,0,0,0,0,1,8,43,21,34,429,928,0.39,0,2362,36894,0.02,0.57,5.7,0,0.02,10.52,0
TN4210020570,24,51.4,0.514,MEMPHIS DEFENSE DEPOT (DLA),1990,2163 AIRWAYS BLVD,MEMPHIS,SHELBY,TN,38114,4,Currently on the,35.09,-90,58.06,F,0,0.35,1.22,0.8,15972.83,14991000,16.52,1,bush_father,0,4,Defense Logistics Agency,0,PRP lead ,,,,0,0,0,0,0,0,0,26941,51,787,775,8960,679,0.02,27919,27919,15972.83,0.06,0.35,3.5,0.96,0,9.68,1
TND044062222,471,51.4,0.514,CARRIER AIR CONDITIONING CO.,1990,97 S BYHALIA RD,COLLIERVILLE,SHELBY,TN,38017,4,Currently on the,35.04,-89.69,48.91,G,0,0.05,0.75,0.22,47244.33,7932765,15.89,0,bush_father,0,4,Manufacturing/Processing/Maintenance,0,PRP lead ,3,2,0,0,0,0,1,0,0,0,1935,134,96,129,7900,805,0.05,980,17499,47244.33,0.01,0.5,5,0.11,0.01,10.76,0.06
TND980558894,480,51.4,0.514,NORTH HOLLYWOOD DUMP,1980,1700-2000 BLKS/N. HOLLYWOOD ST,MEMPHIS,SHELBY,TN,38108,4,Deleted from the,35.19,-89.98,41,G,0,0.29,0.82,0.01,7349.13,4942950,15.41,0,reagan1,1,4,Waste Management,0,PRP lead ,19,19,0,0,0,0,0,0,0,0,25005,241,850,552,4350,916,0.03,26489,26489,8132.17,0.05,0.2,2,0.94,0.01,9,1
TND987768587,198,51.4,0.514,CLINCH RIVER CORPORATION,2010,728 EMORY DRIVE,HARRIMAN,ROANE,TN,37748,4,Currently on the,35.93,-84.54,48.03,G,0,0.08,0.61,0.4,32807,13739407,16.44,0,obama2,0,4,Manufacturing/Processing/Maintenance,0,PRP lead ,3,8,0,0,0,0,1,0,0,0,511,113,248,149,5491,205,0.02,6853,9937,32807,0.04,0.57,5.7,0.05,0.01,10.4,0.69
TX4890110527,570,46.2,0.462,PANTEX PLANT (USDOE),1990,2000 S HOUSTON,PANTEX VILLAG,CARSON,TX,79111,6,Currently on the,35.32,-101.56,51.22,F,0,0.01,0.28,0.15,28569,135292000,18.72,1,clinton1,0,6,Department of Energy,0,PRP lead ,,,,0,0,0,0,0,0,1,11,248,29,21,1674,137,0.04,0,3669,28569,0.01,0.49,4.9,0,0.07,10.26,0
TXD008123168,473,46.2,0.462,ALCOA (POINT COMFORT)/LAVACA BAY,1990,,POINT COMFORT,CALHOUN,TX,77979,6,Currently on the,28.65,-96.56,50,G,0,0.02,0.32,0.13,32100,4307000,15.28,0,clinton1,0,6,Manufacturing/Processing/Maintenance,0,PRP lead ,2,0,1,0,0,0,1,0,0,0,6,184,23,11,706,22,0.01,0,1599,32100,0.02,0.46,4.6,0,0.12,10.38,0
TXD079348397,405,46.2,0.462,RSR CORPORATION,1990,WESTMORELAND RD & SINGLETON BLVD,DALLAS,DALLAS,TX,75115,6,Currently on the,32.78,-96.87,50,G,0,0.54,0.95,0.84,12723.89,726140,13.5,0,clinton1,0,6,Recycling,0,EPA lead ,56,48,0,0,0,0,0,0,0,0,12171,14014,1004,595,5135,146,0,29213,29213,12723.89,0.05,0.18,1.8,0.42,0.48,9.45,1
TX6213820529,661,46.2,0.462,LONGHORN ARMY AMMUNITION PLANT,1990,HWY 43,KARNACK,HARRISON,TX,75670,6,Currently on the,32.67,-94.12,39.83,F,0,0.05,0.3,0.13,23750,2400000,14.69,1,bush_father,0,6,Department of Defense,0,PRP lead ,1,0,0,0,0,0,0,0,1,0,1282,90,118,119,2168,59,0.01,0,5035,23750,0.05,0.44,4.4,0.25,0.02,10.08,0
TX7572024605,661,46.2,0.462,AIR FORCE PLANT #4 (GENERAL DYNAMICS),1990,GRANTS LANE,FORT WORTH,TARRANT,TX,76108,6,Currently on the,32.78,-97.45,39.92,F,0,0.11,0.91,0.41,28790.75,19151000,16.77,1,bush_father,0,6,Department of Defense,0,PRP lead ,1,0,0,0,0,0,0,0,1,0,590,1065,193,154,6150,208,0.01,13936,14073,28790.75,0.02,0.45,4.5,0.04,0.08,10.27,0.99
TXD062132147,144,46.2,0.462,SHERIDAN DISPOSAL SERVICES,1980,CLARK BOTTOM RD,HEMPSTEAD,WALLER,TX,77445,6,Currently on the,30.21,-96.14,30.16,G,0,0.06,0.57,0.33,19802.5,194000,12.18,0,bush_father,0,6,Waste Management,0,PRP lead ,397,169,58,0,0,0,0,0,0,0,3328,367,87,72,1864,481,0.06,0,8164,12780,0.02,0.29,2.9,0.41,0.04,9.46,0
TX7213821831,474,46.2,0.462,LONE STAR ARMY AMMUNITION PLANT,1980,HWY 82 W,TEXARKANA,BOWIE,TX,75501,6,Currently on the,33.43,-94.25,31.85,F,0,0.03,0.3,0.13,23102,1664650,14.33,1,reagan2,0,6,Department of Defense,0,PRP lead ,1,0,0,0,0,0,0,0,1,0,927,51,88,51,1372,238,0.05,0,5014,14489,0.03,0.32,3.2,0.18,0.01,9.58,0
TXD089793046,22,46.2,0.462,"DIXIE OIL PROCESSORS, INC.",1980,2505 CHOATE RD,FRIENDSWOOD,HARRIS,TX,77546,6,Deleted from the,29.57,-95.2,41,G,0,0.15,1.81,0.25,49629.86,13739407,16.44,0,reagan2,0,6,Recycling,0,PRP lead ,69,11,27,0,0,0,0,0,0,0,150,510,36,38,2708,1512,0.19,8104,8126,30675,0.01,0.52,5.2,0.02,0.06,10.33,1
TXD980623904,580,46.2,0.462,"KOPPERS CO., INC. (TEXARKANA PLANT)",1980,WEST 3RD ST,TEXARKANA,BOWIE,TX,75501,6,Currently on the,33.42,-94.07,31.31,G,0,0.37,1.57,1.28,15103.11,6400000,15.67,0,reagan2,0,6,Manufacturing/Processing/Maintenance,0,PRP lead ,12,9,26,0,0,0,1,0,0,0,14040,527,474,466,7868,1176,0.04,26939,30590,10698.67,0.03,0.3,3,0.46,0.02,9.28,0.88
TXD980625453,421,46.2,0.462,"BRIO REFINING, INC.",1980,2501 DIXIE FARM ROAD,FRIENDSWOOD,HARRIS,TX,77089,6,Deleted from the,29.57,-95.2,41,G,0,0.16,1.74,0.23,48363.43,77510030,18.17,0,reagan2,0,6,Multiple,0,PRP lead ,113,78,0,0,0,0,0,0,0,0,150,510,36,38,2708,1512,0.19,8104,8126,30675,0.01,0.52,5.2,0.02,0.06,10.33,1
TXD980810386,580,46.2,0.462,SOUTH CAVALCADE STREET,1980,SE OF CAVALCADE AND MAURY/BTWN BH,HOUSTON,HARRIS,TX,77020,6,Currently on the,29.8,-95.35,38.69,G,0,1.24,2.95,2.47,13733.67,1470000,14.2,0,reagan2,0,6,Manufacturing/Processing/Maintenance,0,EPA lead ,15,4,12,0,0,0,1,0,0,0,2138,7846,82,130,1428,124,0.01,11078,11078,11847,0.02,0.14,1.4,0.19,0.71,9.38,1
TXD980873350,580,46.2,0.462,"PETRO-CHEMICAL SYSTEMS, INC. (TURTLE BAYOU)",1980,1 MI E OF FM563/7 MI N OF I-10,LIBERTY,LIBERTY,TX,77575,6,Currently on the,29.92,-94.69,29.94,G,0,0.1,0.51,0.25,21423.5,6600,8.79,0,reagan2,0,6,Waste Management,0,EPA lead ,30,5,7,0,0,0,0,0,0,0,3099,287,97,53,1470,491,0.04,0,12206,8747,0.01,0.16,1.6,0.25,0.02,9.08,0
TXN000607093,50,46.2,0.462,US OIL RECOVERY,2010,400 AND 200 N. RICHEY STREET,PASADENA,HARRIS,TX,77506,6,Currently on the,29.72,-95.22,50,G,0,0.32,1.43,0.55,35685.67,13739407,16.44,0,obama1,0,6,Recycling,0,EPA lead ,261,86,163,0,0,0,0,0,0,0,1236,30986,668,704,9991,118,0,36325,36325,35685.67,0.04,0.28,2.8,0.03,0.85,10.48,1
TXD980514814,426,46.2,0.462,"FRENCH, LTD.",1980,SAN JACINTO RIVER CROSSING,CROSBY,HARRIS,TX,77532,6,Currently on the,29.88,-95.07,63.33,G,1,0.13,1.19,0.01,19606.8,47000000,17.67,0,reagan1,0,6,Waste Management,0,PRP lead ,131,6,0,0,0,0,0,0,0,0,6744,505,233,207,4943,1088,0.06,182,17522,19606.8,0.03,0.34,3.4,0.38,0.03,9.88,0.01
TXD980629851,426,46.2,0.462,"MOTCO, INC.",1980,JCT HIGHWAYS 3 6 & 75,LA MARQUE,GALVESTON,TX,77590,6,Currently on the,29.33,-94.93,41,G,0,0.1,0.56,0.04,11066,8810000,15.99,0,reagan1,0,6,Multiple,0,PRP lead ,92,50,12,0,0,0,0,0,0,0,3312,1048,136,81,1347,122,0.02,6135,6303,13088,0.03,0.23,2.3,0.53,0.17,9.48,0.97
UT0002240158,667,50.5,0.505,EUREKA MILLS,2000,1.25 MI W OF THE UTAH-JUAB COUNTY,EUREKA,JUAB,UT,84628,8,Currently on the,39.96,-112.12,50,G,0,0.07,0.55,0.24,32120.5,80000,11.29,0,bush_son1,0,8,Mining,0,EPA lead ,10,9,0,0,0,0,0,0,0,0,0,112,52,65,1690,108,0.03,0,3434,32120.5,0.03,0.52,5.2,0,0.03,10.38,0
UTD093120921,111,50.5,0.505,INTERNATIONAL SMELTING AND REFININ,2000,2.5 MILES NE OF TOOELE,TOOELE,TOOELE,UT,84074,8,Deleted from the,40.55,-112.23,41,G,0,0.05,0.55,0.27,32250,20000000,16.81,0,clinton2,0,8,Manufacturing/Processing/Maintenance,0,PRP lead ,1,1,0,0,0,0,1,0,0,0,4,99,44,40,1883,133,0.03,0,3834,32250,0.02,0.53,5.3,0,0.03,10.38,0
UT0571724350,474,50.5,0.505,HILL AIR FORCE BASE,1980,00-ALC/EM,HILL AFB,"DAVIS, WEBER",UT,84056,8,Currently on the,41.13,-111.96,49.94,F,0,0.03,0.51,0.21,34250.67,623000,13.34,1,reagan2,0,8,US Air Force,1,PRP lead ,1,1,0,1,0,0,0,1,0,0,603,484,93,116,3151,1194,0.11,10929,11025,19192.5,0.02,0.39,3.9,0.05,0.04,9.86,0.99
UT9210020922,474,50.5,0.505,OGDEN DEFENSE DEPOT (DLA),1980,500 WEST 1200 SOUTH,OGDEN,WEBER,UT,84407,8,Currently on the,41.27,-112,45.1,F,0,0.07,0.73,0.26,29704.67,3800000,15.15,1,reagan2,0,8,Defense Logistics Agency,0,PRP lead ,1,1,0,0,0,0,0,0,0,0,68,456,299,200,4983,1382,0.09,9832,16062,18717,0.03,0.4,4,0,0.03,9.84,0.61
UT3213820894,661,50.5,0.505,TOOELE ARMY DEPOT (NORTH AREA),1990,3 MI S OF TOOELE ON HWY 36,TOOELE,TOOELE,UT,84074,8,Currently on the,40.54,-112.38,53.95,F,0,0.03,0.24,0.06,35729,37400,10.53,1,bush_father,0,8,US Army,0,PRP lead ,1,1,0,0,0,1,0,0,0,0,31,278,50,86,2295,93,0.02,0,5342,35729,0.03,0.45,4.5,0.01,0.05,10.48,0
UTD000716399,635,50.5,0.505,WASATCH CHEMICAL CO. (LOT 6),1990,1979 S 7TH W,SALT LAKE CIT,SALT LAKE,UT,84104,8,Currently on the,40.72,-111.87,49.91,G,0,0.39,2.65,1.99,20738.15,3900000,15.18,0,bush_father,0,8,Manufacturing/Processing/Maintenance,0,PRP lead ,23,25,3,0,0,0,1,0,0,0,647,4548,950,638,25233,1777,0.03,54444,54444,20738.15,0.03,0.5,5,0.01,0.08,9.94,1
UTD081834277,635,50.5,0.505,MIDVALE SLAG,1990,"JORDAN RIVER, 6400 SOUTH, 700 WES",MIDVALE,SALT LAKE,UT,84047,8,Currently on the,40.62,-111.92,41,G,1,0.22,1.61,0.54,28834.63,34925100,17.37,0,bush_father,0,8,Manufacturing/Processing/Maintenance,0,EPA lead ,8,9,1,0,0,0,1,0,0,0,110,3020,452,440,13422,625,0.02,33962,33962,30546.33,0.03,0.41,4.1,0,0.09,10.33,1
UTD980667240,331,50.5,0.505,UTAH POWER & LIGHT/AMERICAN BARREL CO.,1980,600 W SOUTH TEMPLE,SALT LAKE CIT,SALT LAKE,UT,84104,8,Currently on the,40.77,-111.91,37.93,G,0,0.37,1.5,1.64,16554.9,13739407,16.44,0,bush_father,0,8,Multiple,0,PRP lead ,15,18,9,0,0,0,0,0,0,0,763,3904,745,300,9162,2747,0.1,28704,28704,9981.2,0.04,0.41,4.1,0.03,0.14,9.21,1
UTD981548985,198,50.5,0.505,700 SOUTH 1600 EAST PCE PLUME,2010,INTERSECTION OF 700 SOUTH & 1600,SALT LAKE CIT,SALT LAKE,UT,84102,8,Currently on the,40.75,-111.85,50,F,0,0.24,3.09,1.37,67380.46,13739407,16.44,1,obama2,0,8,Veterans Administration,0,PRP lead ,1,0,0,0,0,0,0,0,0,0,571,2556,430,472,21553,8937,0.19,47190,47806,67380.46,0.02,0.64,6.4,0.01,0.05,11.12,0.99
UTN000802704,362,50.5,0.505,US MAGNESIUM,2000,15 MILES N OF ROWLEY EXIT ON I-80,TOOELE COUNTY,TOOELE,UT,84029,8,Currently on the,40.91,-112.72,59.18,G,0,0.01,0.1,0.03,51346,13739407,16.44,0,obama1,0,8,Manufacturing/Processing/Maintenance,0,PRP lead ,1,1,1,0,0,0,1,0,0,0,0,53,29,20,1202,73,0.03,0,2463,36481,0.02,0.52,5.2,0,0.02,10.5,0
