site_id,SITE_NAME,ADDRESS,CITY,COUNTY,STATE,ZIP_CODE,REGION,NPL_STATUS,LATITUDE,LONGITUDE,SITE_SCORE,FEDERAL,final_date,completion_date,deletion_date,NPL_STAT
PAD980830889,SHRIVER'S CORNER,RD #6 ALONG RTE 394,STRABAN TOWNS,ADAMS,PA,17325,3,Currently on the,39.8999,-77.2055,46.13,G,6/10/1986,1/7/2003,,completed
PAD980830897,HUNTERSTOWN ROAD,RD #5,STRABAN TOWNS,ADAMS,PA,17325,3,Currently on the,39.85305,-77.20611,48.27,G,6/10/1986,9/30/2003,,completed
PAD980830921,LANSDOWNE RADIATION SITE,105/107 E STRATFORD AVE,LANSDOWNE,DELAWARE,PA,19050,3,Deleted from the,39.9413,-75.2671,,G,9/16/1985,2/28/1991,9/10/1991,completed
PAD980831812,BROWN'S BATTERY BREAKING,446 FISHER DAM RD,HAMBURG,BERKS,PA,19526,3,Currently on the,40.51943,-76.00138,37.34,G,6/10/1986,11/3/2003,,completed
PAD980926976,NORTH PENN - AREA 6,W 3RD ST,LANSDALE,MONTGOMERY,PA,19446,3,Currently on the,40.24833,-75.29563,35.57,G,3/31/1989,10/10/2050,,
PAD981033285,"RODALE MANUFACTURING CO., INC.",6TH & MINOR STREETS,EMMAUS BOROUG,LEHIGH,PA,18049,3,Currently on the,40.53111,-75.49333,50,G,10/14/1992,9/29/2003,,completed
PAD981033459,RYELAND ROAD ARSENIC SITE,RYELAND ROAD,HEIDELBERG TW,BERKS,PA,19567,3,Currently on the,40.35395,-76.17536,60.3,G,7/22/2004,10/10/2050,,
PAD981034630,ROUTE 940 DRUM DUMP,OFF RTE 940,POCONO SUMMIT,MONROE,PA,18350,3,Deleted from the,41.1105,-75.3825,,G,7/22/1987,9/28/1992,11/30/2000,completed
PAD981034705,BUTZ LANDFILL,RD #5 TWP RTE 601,STROUDSBURG,MONROE,PA,18360,3,Currently on the,41.0335,-75.3438,32,G,3/31/1989,6/20/2001,,completed
PAD981034887,Island Chemical Corp./Virgin Islands Chemic,6 MAPLE STREET,Christiansted,MONTGOMERY,PA,19002,3,Currently on the,40.153335,-75.228611,50,G,4/9/2009,10/10/2050,,
PAD981035009,CROYDON TCE,RIVER ROAD,CROYDON TOWNS,BUCKS,PA,19020,3,Currently on the,40.08493,-74.8892,31.6,G,6/10/1986,3/31/1997,,completed
PAD981038052,"DELTA QUARRIES & DISPOSAL, INC./STOTLER LAN",SAND BANK RD,ANTIS/LOGAN T,BLAIR,PA,16602,3,Currently on the,40.55361,-78.35445,41.08,G,3/31/1989,12/5/1996,,completed
PAD981740004,DUBLIN TCE SITE,120 MILL ST./ WHISTLEWOOD APT-ROUTE 313,DUBLIN BOROUG,BUCKS,PA,18917,3,Currently on the,40.37089,-75.20489,28.9,G,8/30/1990,10/10/2050,,
PAD981740061,CROSSLEY FARM,HUFF'S CHURCH ROAD & BLACKHEAD HILL,HEREFORD TOWN,BERKS,PA,18056,3,Currently on the,40.43541,-75.62061,29.66,G,10/14/1992,10/10/2050,,
PAD981938939,OLD WILMINGTON ROAD GW CONTAMINATION,OLD WILMINGTON ROAD,SADSBURYVILLE,CHESTER,PA,19320,3,Currently on the,39.99583,-75.90833,50,G,2/4/2000,10/10/2050,,
PAD981939200,PUBLICKER INDUSTRIES INC.,3223 S DELAWARE AVENUE,PHILADELPHIA,PHILADELPHIA,PA,19148,3,Deleted from the,39.90805,-75.13528,,G,10/4/1989,12/2/1997,11/1/2000,completed
PAD982363970,VALMONT TCE SITE   (FORMER - VALMONT INDUST,DEER RUN ROAD,WEST HAZLETON,LUZERNE,PA,18201,3,Currently on the,40.96777,-76.01555,43.16,G,9/13/2001,9/7/2011,,completed
PAD982366957,"METROPOLITAN MIRROR AND GLASS CO., INC.",INDUSTRIAL ROAD,FRACKVILLE,SCHUYLKILL,PA,17931,3,Deleted from the,40.775,-76.22166,,G,10/15/1992,9/30/1998,8/16/2005,completed
PAD987277837,WILLOW GROVE NAVAL AIR AND AIR RESERVE STAT,RT 611 & COUNTY LINE ROAD,HORSHAM,MONTGOMERY,PA,19040,3,Currently on the,40.19222,-75.1475,50,F,9/29/1995,10/10/2050,,
PAD987295276,SAFETY LIGHT CORPORATION,4150 A. OLD BERWICK ROAD,BLOOMSBURG,COLUMBIA,PA,17815,3,Currently on the,41.01527,-76.37638,70.71,G,4/27/2005,10/10/2050,,
PAD987341716,AUSTIN AVENUE RADIATION SITE,133 AUSTIN AVE.,DELAWARE COUN,DELAWARE,PA,19050,3,Deleted from the,39.94305,-75.26194,,G,10/18/1992,9/27/1999,4/18/2002,completed
PAN000305679,PRICE BATTERY LEAD SMELTER,246 GRAND STREET,HAMBURG,BERKS,PA,19526,3,Currently on the,40.5495,-75.98022,37.86,G,4/27/2005,10/10/2050,,
PASFN0305521,LOWER DARBY CREEK AREA,DARBY CRK BETWEEN,DARBY TWP,DELAWARE,PA,19023,3,Currently on the,39.88555,-75.26777,50,G,6/14/2001,10/10/2050,,
PASFN0305549,FRANKLIN SLAG PILE (MDC),3110 CASTOR AVENUE,PHILADELPHIA,PHILADELPHIA,PA,19134,3,Currently on the,39.98319,-75.08388,50.2,G,9/5/2002,10/10/2050,,
PR4170027383,NAVAL SECURITY GROUP ACTIVITY,BTW DE DIEGO EXSPRESSWAY & INGENIO RD.,SABANA SECA,TOA BAJA MUNICIP,PR,749,2,Deleted from the,18.43306,-66.19028,,F,10/4/1989,9/30/1997,10/7/1998,completed
PRD090282757,GE WIRING DEVICES,KM 67 CARRETERA NO 149,JUANA DIAZ,JUANA DIAZ MUNIC,PR,665,2,Deleted from the,18.05943,-66.50888,,G,7/18/1983,6/20/2000,10/16/2000,completed
PRD090290685,"PAPELERA PUERTORRIQUENA, INC.","RD 111 KM 1.8, VIVI ABAJO WARD",UTUADO,UTUADO MUNICIPAL,PR,641,2,Currently on the,18.265002,-66.694724,34.69,G,9/23/2009,10/10/2050,,
PRD090370537,RCA DEL CARIBE,PR RD #2 KM 59.5,BARCELONETA,BARCELONETA MUNI,PR,617,2,Deleted from the,18.43,-66.58056,,G,7/19/1983,9/6/2000,6/17/2005,completed
PRD980301154,UPJOHN FACILITY,RTE 2,BARCELONETA,BARCELONETA,PR,617,2,Currently on the,18.4292,-66.5901,41.92,G,9/21/1984,9/9/1998,,completed
PRD980509129,BARCELONETA LANDFILL,"ROAD # 666,FLORIDA AFUERA WARD",FLORIDA AFUER,FLORIDA MUNICIPA,PR,617,2,Deleted from the,18.41055,-66.54778,,G,7/12/1983,9/27/2000,10/3/2011,completed
PRD980512362,JUNCOS LANDFILL,"BO CEIBA NORTE, ROAD 189",JUNCOS,JUNCOS,PR,666,2,Currently on the,18.2232,-65.9087,32.57,G,9/8/1983,9/19/2005,,completed
PRD980512669,VEGA BAJA SOLID WASTE DISPOSAL,"ROAD 674, KM 2",RIO ABAJO WAR,VEGA BAJA,PR,763,2,Currently on the,18.4343,-66.38972,50.37,G,7/22/1999,10/10/2050,,
PRD980640965,FRONTERA CREEK,"RIO ABAJO NEAR ROUTE 3, KM 76.9 - 78.6",RIO ABAJO,HUMACAO,PR,661,2,Deleted from the,18.15195,-65.79028,,G,7/28/1983,9/30/1997,12/29/1998,completed
PRD980763775,VEGA ALTA PUBLIC SUPPLY WELLS,HIGHWAY 2,VEGA ALTA,VEGA ALTA MUNICI,PR,762,2,Currently on the,18.41806,-66.33028,42.24,G,9/21/1984,3/25/2003,,completed
PRD980763783,FIBERS PUBLIC SUPPLY WELLS,RTE 3,JOBOS,GUAYAMA MUNICIPA,PR,654,2,Currently on the,17.9632,-66.1461,35.34,G,9/21/1984,9/16/1999,,completed
PRD987366101,V&M/ALBALADEJO,ROAD 160,ALMIRANTE NOR,VEGA BAJA,PR,763,2,Deleted from the,18.41,-66.38,,G,12/12/1996,9/29/2000,10/22/2001,completed
PRD987367299,PESTICIDE WAREHOUSE III,ROAD 670 KM 3.7 PALO ALTO,MANATI,MANATI,PR,701,2,Currently on the,18.42913,-66.458,50,G,4/30/2003,10/10/2050,,
PRD987367349,PESTICIDE WAREHOUSE I,ROAD # 2 KM 59.7,ARECIBO,ARECIBO,PR,612,2,Currently on the,18.43555,-66.6,50,G,9/27/2006,10/10/2050,,
PRD987376662,"SCORPIO RECYCLING, INC.",STATE ROAD #2 KM. 19.7 (ACUNA STREET),CANDELERIA WA,TOA BAJA MUNICIP,PR,759,2,Currently on the,18.40916,-66.23194,50,G,2/4/2000,10/10/2050,,
PRN000204538,CIDRA GROUNDWATER CONTAMINATION,ROAD 171 (SOUTH OF THE VILLAGE OF CIDRA,CIDRA,CIDRA,PR,8750,2,Currently on the,18.17527,-66.16194,50,G,7/22/2004,10/10/2050,,
PRN000204694,ATLANTIC FLEET WEAPONS TRAINING AREA,,VIEQUES,VIEQUES,PR,765,2,Currently on the,18.13058,-65.3106,,F,2/11/2005,10/10/2050,,
PRN000205831,MAUNABO URBANO PUBLIC WELLS,"STATE ROAD #3, KM 110.2",MAUNABO,MAUNABO,PR,707,2,Currently on the,18.005722,-65.905417,50,G,9/27/2006,10/10/2050,,
PRN000205957,SAN GERMAN GROUND WATER CONTAMINATION,STATE ROAD #122 (ALSO KNOWN AS ROAD 119),San German,SAN GERMAN,PR,683,2,Currently on the,18.082617,-67.033904,50,G,3/19/2008,10/10/2050,,
PRN000206319,CABO ROJO GROUND WATER CONTAMINATION,CROSS STR. CALLE BARBOSA & CALLE DEDIEGO,CABO ROJO,CABO ROJO,PR,623,2,Currently on the,18.090557,-67.148058,50,G,3/10/2011,10/10/2050,,
PRN000206359,HORMIGAS GROUND WATER PLUME,CARRETERA 785 KM 4.9,CAGUAS,CAGUAS,PR,725,2,Currently on the,18.220588,-66.100972,50,G,3/10/2011,10/10/2050,,
PRN000206452,COROZAL WELL,[OFF OF] CARRETERA 811 KM 3.0,COROZAL,COROZAL,PR,783,2,Currently on the,18.295723,-66.286204,50,G,3/15/2012,10/10/2050,,
RI6170022036,DAVISVILLE NAVAL CONSTRUCTION BATTALION CEN,OFF SANFORD RD.,NORTH KINGSTO,WASHINGTON,RI,2818,1,Currently on the,41.6095,-71.47422,34.52,F,11/21/1989,10/10/2050,,
RI6170085470,NEWPORT NAVAL EDUCATION & TRAINING CENTER,DEFENSE HIGHWAY (BURMA RD.),NEWPORT,NEWPORT,RI,2871,1,Currently on the,41.56445,-71.29346,32.25,F,11/21/1989,10/10/2050,,
RID009764929,WESTERN SAND & GRAVEL,DOUGLAS PIKE,BURRILLVILLE,PROVIDENCE,RI,2895,1,Currently on the,41.9727,-71.595,51.35,G,9/8/1983,12/22/1992,,completed
RID055176283,"PETERSON/PURITAN, INC.",MARTIN ST,LINCOLN/CUMBE,PROVIDENCE,RI,2864,1,Currently on the,41.92958,-71.4268,40.1,G,9/8/1983,10/10/2050,,
RID093212439,"LANDFILL & RESOURCE RECOVERY, INC. (L&RR)",OXFORD RD,NORTH SMITHFI,PROVIDENCE,RI,2876,1,Currently on the,41.9795,-71.589,49.58,G,9/8/1983,2/24/1997,,completed
RID980520183,CENTRAL LANDFILL,65 SHUN PIKE,JOHNSTON,PROVIDENCE,RI,29194512,1,Currently on the,41.80833,-71.53471,46.71,G,6/10/1986,9/28/2006,,completed
RID980521025,ROSE HILL REGIONAL LANDFILL,ROSE HILL RD,SOUTH KINGSTO,WASHINGTON,RI,2880,1,Currently on the,41.47083,-71.49166,38.11,G,10/4/1989,9/26/2008,,completed
RID980523070,DAVIS LIQUID WASTE,TARKILN RD,SMITHFIELD,PROVIDENCE,RI,2828,1,Currently on the,41.92221,-71.57776,47.25,G,9/8/1983,10/10/2050,,
RID980579056,PICILLO FARM,PERRY HILL RD,COVENTRY,KENT,RI,2816,1,Currently on the,41.67166,-71.70916,,G,9/8/1983,9/3/2003,,completed
RID980731442,"STAMINA MILLS, INC.",MAIN ST,NORTH SMITHFI,PROVIDENCE,RI,2824,1,Currently on the,41.9964,-71.5647,34.07,G,9/8/1983,8/9/2000,,completed
RID980731459,DAVIS (GSR) LANDFILL,TARKILN RD.,GLOCESTER,PROVIDENCE,RI,2828,1,Deleted from the,41.91746,-71.58811,,G,6/10/1986,9/29/1997,8/13/1999,completed
RID981063993,WEST KINGSTON TOWN DUMP/URI DISPOSAL AREA,PLAINS ROAD,SOUTH KINGSTO,WASHINGTON,RI,2881,1,Currently on the,41.49666,-71.53527,50,G,10/14/1992,9/29/2009,,completed
RID981203755,CENTREDALE MANOR RESTORATION PROJECT,2072 AND 2074 SMITH STREET (ROUTE 44),NORTH PROVIDE,PROVIDENCE,RI,2911,1,Currently on the,41.85766,-71.48725,70.71,G,2/4/2000,10/10/2050,,
SC1890008989,SAVANNAH RIVER SITE (USDOE),BETWEEN SC 125 & US 278,AIKEN,"AIKEN, BARNWELL,",SC,29802,4,Currently on the,33.34888,-81.73778,47.7,F,11/21/1989,10/10/2050,,
SC6170022762,PARRIS ISLAND MARINE CORPS RECRUIT DEPOT,MARINE CORPS RECRUIT DEPOT,PARRIS ISLAND,BEAUFORT,SC,29902,4,Currently on the,32.3528,-80.7031,50,F,12/16/1994,10/10/2050,,
SCD000447268,BEAUNIT CORP. (CIRCULAR KNIT & DYEING PLANT,206 GEORGIA AVE,FOUNTAIN INN,GREENVILLE,SC,29644,4,Currently on the,34.69806,-82.21611,32.44,G,2/21/1990,9/25/1998,,completed
SCD000622787,SCRDI BLUFF ROAD,321 BLUFF RD S,COLUMBIA,RICHLAND,SC,29209,4,Currently on the,33.88541,-80.90875,,G,9/8/1983,9/9/1998,,completed
SCD002601656,"PARA-CHEM SOUTHERN, INC.",HWY 145,SIMPSONVILLE,GREENVILLE,SC,29681,4,Currently on the,34.7134,-82.233,32.94,G,8/30/1990,9/1/2000,,completed
SCD003353026,"KOPPERS CO., INC. (FLORENCE PLANT)",KOPPERS RD,FLORENCE,FLORENCE,SC,29503,4,Deleted from the,34.2022,-79.7229,,G,6/27/1984,10/10/2050,9/13/2013,
SCD003354412,"SANGAMO WESTON, INC./TWELVE-MILE CREEK/LAKE",SANGAMO RD,PICKENS,PICKENS,SC,29671,4,Currently on the,34.895,-82.7232,37.63,G,2/21/1990,8/9/1999,,completed
SCD003357589,SHURON INC.,100 CLINTON ST,BARNWELL,BARNWELL,SC,29812,4,Currently on the,33.23669,-81.37577,68.26,G,12/23/1996,10/18/2011,,completed
SCD003358744,US FINISHING/CONE MILLS,3335 OLD BUNCOMBE ROAD,GREENVILLE,GREENVILLE,SC,29617,4,Currently on the,34.883058,-82.426113,50,G,9/16/2011,10/10/2050,,
SCD003360476,MACALLOY CORPORATION,1800 PITTSBURGH AVENUE,NORTH CHARLES,CHARLESTON,SC,29405,4,Currently on the,32.83805,-79.95119,50,G,2/4/2000,9/26/2006,,completed
SCD003362217,PALMETTO WOOD PRESERVING,DIXIANNA RD,DIXIANA,LEXINGTON,SC,29033,4,Currently on the,33.92083,-81.06028,38.43,G,9/21/1984,9/30/1997,,completed
SCD004773644,INDEPENDENT NAIL CO.,HWY 86 & 21,BEAUFORT,BEAUFORT,SC,29902,4,Deleted from the,32.46638,-80.74111,,G,6/27/1984,9/13/1988,4/3/1995,completed
SCD037398120,"PALMETTO RECYCLING, INC.",531 KOON STORE RD,COLUMBIA,RICHLAND,SC,29203,4,Deleted from the,34.1228,-81.0117,,G,7/13/1987,7/21/1999,10/13/2000,completed
SCD037405362,"WAMCHEM, INC.",US HWY 21 N OF AIR BASE,BURTON,BEAUFORT,SC,29902,4,Currently on the,32.49721,-80.74166,47.7,G,9/21/1984,9/30/1997,,completed
SCD058753971,HELENA CHEMICAL CO. LANDFILL,HWY 321 S,FAIRFAX,ALLENDALE,SC,29829,4,Currently on the,32.9412,-81.239,33.89,G,2/21/1990,9/13/1999,,completed
SCD058754789,AQUA-TECH ENVIRONMENTAL INC (GROCE LABS),340 ROBINSON ROAD,GREER,SPARTANBURG,SC,29651,4,Currently on the,34.9328,-82.1725,50,G,12/16/1994,9/29/2011,,completed
SCD094995503,KALAMA SPECIALTY CHEMICALS,PO BOX 908,BEAUFORT,BEAUFORT,SC,29902,4,Currently on the,32.4734,-80.7401,57.9,G,9/21/1984,6/29/1999,,completed
SCD980310239,"KOPPERS CO., INC. (CHARLESTON PLANT)",CHARLESTON HEIGHTS,CHARLESTON,CHARLESTON,SC,29405,4,Currently on the,32.82208,-79.95833,50,G,12/16/1994,9/25/2003,,completed
SCD980558043,LEXINGTON COUNTY LANDFILL AREA,US 321 1 MILE S OF I-26,CAYCE,LEXINGTON,SC,29033,4,Currently on the,33.91958,-81.07416,37.93,G,10/4/1989,9/19/2001,,completed
SCD980558050,TOWNSEND SAW CHAIN CO.,STATE ROUTE 53 & I-20,PONTIAC,RICHLAND,SC,29045,4,Currently on the,34.10625,-80.83416,35.94,G,2/21/1990,9/23/1999,,completed
SCD980558142,MEDLEY FARM DRUM DUMP,SC HIGHWAY 18,GAFFNEY,CHEROKEE,SC,29340,4,Currently on the,34.9805,-81.6685,31.58,G,3/31/1989,9/29/1995,,completed
SCD980558316,"CAROLAWN, INC.",S. OF SC HWY 9 ON CO. RD 841,FORT LAWN,CHESTER,SC,29714,4,Currently on the,34.68611,-80.94305,32.04,G,9/8/1983,5/18/1998,,completed
SCD980711279,GEIGER (C & M OIL),OFF SC RT 162,RANTOULES,CHARLESTON,SC,29494,4,Deleted from the,32.77361,-80.15916,,G,6/1/1984,9/14/1998,1/6/2014,completed
SCD980711394,SCRDI DIXIANA,OFF SC HWY 321,CAYCE,LEXINGTON,SC,29033,4,Currently on the,33.90445,-81.06388,40.7,G,9/8/1983,9/23/1992,,completed
SCD980799456,GOLDEN STRIP SEPTIC TANK SERVICE,ROUTE 1 ADAMS MILL RD,SIMPSONVILLE,GREENVILLE,SC,29681,4,Deleted from the,34.785,-82.2466,,G,7/22/1987,9/30/1996,9/10/1998,completed
SCD980839542,ELMORE WASTE DISPOSAL,117 HIGHLAND AVE,GREER,SPARTANBURG,SC,29651,4,Currently on the,34.9359,-82.21659,31.45,G,3/31/1989,9/24/1998,,completed
SCD980840698,ROCHESTER PROPERTY,JCT LEDBETTER & WHITE HORSE ROAD,TRAVELERS RES,GREENVILLE,SC,29690,4,Deleted from the,34.9719,-82.5015,,G,10/4/1989,10/16/1995,10/9/2007,completed
SCD980844005,ROCK HILL CHEMICAL CO.,NORTH CHERRY RD,ROCK HILL,YORK,SC,29730,4,Currently on the,34.9661,-80.9985,40.29,G,2/21/1990,12/31/1996,,completed
SCD987577913,BREWER GOLD MINE,1/2 MI. N.OFINTERSECTION OF SR 265&CR110,JEFFERSON,CHESTERFIELD,SC,29718,4,Currently on the,34.65219,-80.41147,50,G,4/27/2005,10/10/2050,,
SCD991279324,"LEONARD CHEMICAL CO., INC.",COURETON FERRY RD,ROCK HILL,YORK,SC,29704,4,Currently on the,34.85166,-80.90416,47.1,G,9/21/1984,10/10/2050,,
SCN000407714,Andersen Air Force Base,NORTHERN SIDE OF SECONDARY HWY S-33-30,Yigo,MCCORMICK,SC,29835,4,Currently on the,33.8711,-82.2972,50,G,4/9/2009,10/10/2050,,
SD2571924644,ELLSWORTH AIR FORCE BASE,44CSC/DE,ELLSWORTH AFB,"MEADE, PENNINGTO",SD,57706,8,Currently on the,44.14806,-103.0958,33.62,F,8/30/1990,9/10/1999,,completed
SDD000823559,WILLIAMS PIPE LINE CO. DISPOSAL PIT,5300 W 12TH ST,SIOUX FALLS,MINNEHAHA,SD,57107,8,Deleted from the,43.5453,-96.7956,,G,8/30/1990,9/29/1994,4/2/1999,completed
SDD980717136,WHITEWOOD CREEK,18 MI PART OF STREAM,WHITEWOOD,LAWRENCE,SD,57793,8,Deleted from the,44.3553,-103.7615,,G,7/14/1983,9/25/1992,8/13/1996,completed
SDD987673985,GILT EDGE MINE,4 MILES SE OF LEAD,LEAD,LAWRENCE,SD,57754,8,Currently on the,44.32805,-103.6743,50,G,12/1/2000,10/10/2050,,
TN0210020582,MILAN ARMY AMMUNITION PLANT,HWY 104,MILAN,CARROLL,TN,38358,4,Currently on the,35.86778,-88.69611,58.15,F,7/22/1987,10/10/2050,,
TN1890090003,OAK RIDGE RESERVATION (USDOE),BETHEL VALLEY ROAD,OAK RIDGE,"ANDERSON, ROANE",TN,37830,4,Currently on the,35.92471,-84.39013,51.13,F,11/21/1989,10/10/2050,,
TN4210020570,MEMPHIS DEFENSE DEPOT (DLA),2163 AIRWAYS BLVD,MEMPHIS,SHELBY,TN,38114,4,Currently on the,35.09333,-90.00333,58.06,F,10/14/1992,5/10/2010,,completed
TND007018799,"AMERICAN CREOSOTE WORKS, INC. (JACKSON PLAN",MEADOW ST,JACKSON,MADISON,TN,38301,4,Currently on the,35.61,-88.8355,35.22,G,6/10/1986,5/24/2000,,completed
TND044062222,CARRIER AIR CONDITIONING CO.,97 S BYHALIA RD,COLLIERVILLE,SHELBY,TN,38017,4,Currently on the,35.04333,-89.69041,48.91,G,2/21/1990,10/31/1995,,completed
TND071516959,TENNESSEE PRODUCTS,,CHATTANOOGA,HAMILTON,TN,37410,4,Currently on the,34.99888,-85.31444,,G,9/29/1995,9/26/2008,,completed
TND075453688,MALLORY CAPACITOR CO.,BELEW DRIVE,WAYNESBORO,WAYNE,TN,38485,4,Currently on the,35.31763,-87.75861,29.44,G,10/4/1989,9/24/1996,,completed
TND096070396,ROSS METALS INC.,100 N RAILROAD STREET,ROSSVILLE,FAYETTE,TN,38066,4,Currently on the,35.04916,-89.54861,37.65,G,4/1/1997,9/16/2004,,completed
TND098071061,SMOKEY MOUNTAIN SMELTERS,1508 MARYVILLE PIKE,KNOXVILLE,KNOX,TN,37920,4,Currently on the,35.919167,-83.926668,50,G,9/29/2010,10/10/2050,,
TND980468557,ARLINGTON BLENDING & PACKAGING,12121 HWY 70,ARLINGTON,SHELBY,TN,38002,4,Currently on the,35.2996,-89.6577,39.03,G,7/22/1987,7/24/1997,,completed
TND980558894,NORTH HOLLYWOOD DUMP,1700-2000 BLKS/N. HOLLYWOOD ST,MEMPHIS,SHELBY,TN,38108,4,Deleted from the,35.18555,-89.97916,,G,7/16/1983,7/1/1997,12/31/1997,completed
TND980559033,VELSICOL CHEMICAL CORP. (HARDEMAN COUNTY),TOONE-TEAGUE RD,TOONE,HARDEMAN,TN,38381,4,Currently on the,35.38193,-88.92638,47.71,G,9/8/1983,8/13/1998,,completed
TND980728836,MURRAY-OHIO DUMP,GLENN SPRINGS RD,LAWRENCEBURG,LAWRENCE,TN,38464,4,Currently on the,35.2275,-87.36111,46.44,G,9/8/1983,9/24/1998,,completed
TND980728992,GALLAWAY PITS,OFF HWY 70,GALLAWAY,FAYETTE,TN,38036,4,Deleted from the,35.35971,-89.60193,,G,7/14/1983,7/18/1995,4/29/1996,completed
TND980729115,LEWISBURG DUMP,CRUSHER RD,LEWISBURG,MARSHALL,TN,37091,4,Deleted from the,35.48138,-86.78416,,G,7/13/1983,9/28/1993,2/21/1996,completed
TND980729172,AMNICOLA DUMP,AMNICOLA HWY,CHATTANOOGA,HAMILTON,TN,37406,4,Deleted from the,35.0625,-85.27638,,G,7/19/1983,9/28/1993,4/30/1996,completed
TND980844781,WRIGLEY CHARCOAL PLANT,OLD CHARCOAL RD 1 MI S OF LYLE,WRIGLEY,HICKMAN,TN,37098,4,Currently on the,35.9025,-87.35319,36.14,G,3/31/1989,10/10/2050,,
TND987767795,ICG ISELIN RAILROAD YARD,ISELIN ST,JACKSON,MADISON,TN,38301,4,Deleted from the,35.6025,-88.79768,,G,12/13/1994,3/29/2000,1/7/2002,completed
TND987768546,CHEMET CO.,,MOSCOW,FAYETTE,TN,38057,4,Deleted from the,35.08361,-89.37249,,G,5/13/1992,5/15/1996,10/9/1996,completed
TND987768587,CLINCH RIVER CORPORATION,728 EMORY DRIVE,HARRIMAN,ROANE,TN,37748,4,Currently on the,35.931945,-84.539169,48.03,G,5/24/2013,10/10/2050,,
TNN000407378,SMALLEY-PIPER,695 W. HIGHWAY 72,COLLIERVILLE,SHELBY,TN,38017,4,Currently on the,35.04444,-89.68583,50,G,4/27/2005,10/10/2050,,
TNN000410203,ALAMO CONTAMINATED GROUND WATER,SOUTH BELLS STREET,ALAMO,CROCKETT,TN,38001,4,Currently on the,35.783892,-89.11778,50,G,9/16/2011,10/10/2050,,
TX0000605264,BRINE SERVICE COMPANY,NORTHEAST OF INTERSECTION AT IH-37 AND,CORPUS CHRIST,NUECES,TX,78409,6,Currently on the,27.81537,-97.5086,50,G,9/5/2002,10/10/2050,,
TX0000605329,PATRICK BAYOU,"N 29 43'55""/W 95 06'52.5""",DEER PARK,HARRIS,TX,77536,6,Currently on the,29.73194,-95.11458,47.83,G,9/5/2002,10/10/2050,,
TX0000605363,DONNA RESERVOIR AND CANAL SYSTEM,"SOUTH TEXAS, NORTH OF RIO GRANDE RIVER",Donna,HIDALGO,TX,78537,6,Currently on the,26.112223,-98.08639,50,G,3/19/2008,10/10/2050,,
TX0001399435,CITY OF PERRYTON WELL NO. 2,NORTH AMHERST STREET AND SANTA FE AVENUE,PERRYTON,OCHILTREE,TX,79070,6,Currently on the,36.40055,-100.80472,50,G,1/19/1999,9/30/2003,,completed
TX0001407444,SPRAGUE ROAD GROUND WATER PLUME,WEST 81ST ST AND MARY FRANCIS ST,ODESSA,ECTOR,TX,79764,6,Currently on the,31.91861,-102.42833,43.21,G,9/25/1997,9/29/2003,,completed
TX0001414341,STAR LAKE CANAL,NEAR STATE HWY 366 & SARA JANE RD,PORT NECHES,JEFFERSON,TX,77651,6,Currently on the,29.975,-93.917,50,G,7/27/2000,10/10/2050,,
TX4890110527,PANTEX PLANT (USDOE),2000 S HOUSTON,PANTEX VILLAG,CARSON,TX,79111,6,Currently on the,35.32194,-101.56361,51.22,F,5/31/1994,7/29/2009,,completed
TX6213820529,LONGHORN ARMY AMMUNITION PLANT,HWY 43,KARNACK,HARRISON,TX,75670,6,Currently on the,32.665,-94.12333,39.83,F,8/30/1990,10/10/2050,,
TX7213821831,LONE STAR ARMY AMMUNITION PLANT,HWY 82 W,TEXARKANA,BOWIE,TX,75501,6,Currently on the,33.4344,-94.2483,31.85,F,7/22/1987,9/24/2002,,completed
TX7572024605,AIR FORCE PLANT #4 (GENERAL DYNAMICS),GRANTS LANE,FORT WORTH,TARRANT,TX,76108,6,Currently on the,32.77778,-97.45,39.92,F,8/30/1990,9/15/2006,,completed
TXD007330053,GARLAND CREOSOTING,3915 GARLAND ROAD,LONGVIEW,GREGG,TX,75602,6,Currently on the,32.44227,-94.7109,49.1,G,10/22/1999,8/12/2010,,completed
TXD007357932,VAN DER HORST USA CORPORATION,410 AND 419 EAST GROVE STREET,TERRELL,KAUFMAN,TX,75160,6,Currently on the,32.73424,-96.27408,48,G,3/4/2010,10/10/2050,,
TXD008056152,TEXARKANA WOOD PRESERVING CO.,1001 LUBBOCK ST.,TEXARKANA,BOWIE,TX,75501,6,Currently on the,33.40833,-94.05333,40.19,G,6/10/1986,9/21/2012,,completed
TXD008083404,"MANY DIVERSIFIED INTERESTS, INC.",3617 BAER STREET,HOUSTON,HARRIS,TX,77020,6,Currently on the,29.76777,-95.33166,32.07,G,1/19/1999,8/31/2009,,completed
TXD008091951,CONROE CREOSOTING CO.,"HIGHWAY 105 EAST, BOX 9",CONROE,MONTGOMERY,TX,77301,6,Currently on the,30.31874,-95.43542,48,G,9/29/2003,9/30/2003,,completed
TXD008096240,JASPER CREOSOTING COMPANY INC.,600 NORTH MCQUEEN STREET BOX 6021,JASPER,JASPER,TX,75951,6,Currently on the,30.93388,-93.9825,50,G,7/28/1998,9/12/2008,,completed
TXD008123168,ALCOA (POINT COMFORT)/LAVACA BAY,,POINT COMFORT,CALHOUN,TX,77979,6,Currently on the,28.65083,-96.56222,50,G,2/23/1994,7/23/2007,,completed
